#Compound = Hypersthene     [Mg1.502Fe0.498Si2O6]
#energy [keV], cross section [cm^2 H^-1]
#       energy     extinction      scattering      absorption
       6.7458000   1.9449201e-24   1.3512708e-24   5.9364935e-25
       6.7460000   1.9447642e-24   1.3511658e-24   5.9359841e-25
       6.7462000   1.9446336e-24   1.3510865e-24   5.9354714e-25
       6.7464000   1.9445032e-24   1.3510064e-24   5.9349680e-25
       6.7466000   1.9443474e-24   1.3509016e-24   5.9344576e-25
       6.7468000   1.9442170e-24   1.3508219e-24   5.9339511e-25
       6.7470000   1.9440865e-24   1.3507420e-24   5.9334445e-25
       6.7472000   1.9439307e-24   1.3506370e-24   5.9329373e-25
       6.7474000   1.9438002e-24   1.3505579e-24   5.9324234e-25
       6.7476000   1.9436698e-24   1.3504777e-24   5.9319208e-25
       6.7478000   1.9435142e-24   1.3503726e-24   5.9314157e-25
       6.7480000   1.9433836e-24   1.3502923e-24   5.9309137e-25
       6.7482000   1.9432532e-24   1.3502137e-24   5.9303945e-25
       6.7484000   1.9431228e-24   1.3501343e-24   5.9298852e-25
       6.7486000   1.9429671e-24   1.3500288e-24   5.9293835e-25
       6.7488000   1.9428369e-24   1.3499490e-24   5.9288787e-25
       6.7490000   1.9427064e-24   1.3498700e-24   5.9283639e-25
       6.7492000   1.9425508e-24   1.3497643e-24   5.9278648e-25
       6.7494000   1.9424205e-24   1.3496856e-24   5.9273493e-25
       6.7496000   1.9422901e-24   1.3496060e-24   5.9268407e-25
       6.7498000   1.9421346e-24   1.3495010e-24   5.9263362e-25
       6.7500000   1.9420042e-24   1.3494206e-24   5.9258360e-25
       6.7502000   1.9418738e-24   1.3493408e-24   5.9253304e-25
       6.7504000   1.9417184e-24   1.3492368e-24   5.9248160e-25
       6.7506000   1.9415880e-24   1.3491572e-24   5.9243085e-25
       6.7508000   1.9414579e-24   1.3490775e-24   5.9238036e-25
       6.7510000   1.9413275e-24   1.3489984e-24   5.9232912e-25
       6.7512000   1.9411720e-24   1.3488930e-24   5.9227893e-25
       6.7514000   1.9410419e-24   1.3488142e-24   5.9222765e-25
       6.7516000   1.9409115e-24   1.3487343e-24   5.9217717e-25
       6.7518000   1.9407562e-24   1.3486294e-24   5.9212676e-25
       6.7520000   1.9406259e-24   1.3485497e-24   5.9207615e-25
       6.7522000   1.9404956e-24   1.3484702e-24   5.9202548e-25
       6.7524000   1.9403403e-24   1.3483654e-24   5.9197495e-25
       6.7526000   1.9402101e-24   1.3482864e-24   5.9192365e-25
       6.7528000   1.9400799e-24   1.3482069e-24   5.9187304e-25
       6.7530000   1.9399246e-24   1.3481021e-24   5.9182249e-25
       6.7532000   1.9397943e-24   1.3480228e-24   5.9177147e-25
       6.7534000   1.9396643e-24   1.3479428e-24   5.9172145e-25
       6.7536000   1.9395089e-24   1.3478386e-24   5.9167032e-25
       6.7538000   1.9393789e-24   1.3477590e-24   5.9161992e-25
       6.7540000   1.9392487e-24   1.3476795e-24   5.9156923e-25
       6.7542000   1.9391185e-24   1.3476001e-24   5.9151842e-25
